TAMBON_T,AMPHOE_T,CHANGWAT_T,LAT,LONG
ลิ้นฟ้า,ยางชุมน้อย,ศรีสะเกษ,15.180,104.422
ด่านช้าง,บัวใหญ่,นครราชสีมา,15.623,102.407
หนองเมธี,ท่าตูม,สุรินทร์,15.232,103.615
บ้านผือ,จอมพระ,สุรินทร์,15.123,103.682
อู่ทอง,อู่ทอง,สุพรรณบุรี,14.377,99.880
โนนสะอาด,หนองเรือ,ขอนแก่น,16.538,102.312
คอหงส์,หาดใหญ่,สงขลา,7.006,100.503
ดงบัง,ประจันตคาม,ปราจีนบุรี,14.020,101.579
ขั้นไดใหญ่,เมืองยโสธร,ยโสธร,15.915,104.120
ในเมือง,พิชัย,อุตรดิตถ์,17.301,100.107
เดิมบาง,เดิมบางนางบวช,สุพรรณบุรี,14.893,100.109
ศรีสำราญ,น้ำโสม,อุดรธานี,17.732,102.162
ตะโก,ห้วยแถลง,นครราชสีมา,15.019,102.718
น้ำปั้ว,เวียงสา,น่าน,18.639,100.725
ทุ่ง,ไชยา,สุราษฎร์ธานี,9.424,99.215
ตรำดม,ลำดวน,สุรินทร์,14.763,103.680
คอนฉิม,แวงใหญ่,ขอนแก่น,15.947,102.486
โนนธาตุ,หนองสองห้อง,ขอนแก่น,15.705,102.720
คอโค,เมืองสุรินทร์,สุรินทร์,14.903,103.425
ท่าวัด,แวงน้อย,ขอนแก่น,15.735,102.397
เวียงสะอาด,พยัคฆภูมิพิสัย,มหาสารคาม,15.461,103.262
บางเดือน,พุนพิน,สุราษฎร์ธานี,9.026,99.087
หายโศก,พุทไธสง,บุรีรัมย์,15.526,102.937
เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,16.385,102.809
วังกรด,บางมูลนาก,พิจิตร,15.997,100.465
บางครก,บ้านแหลม,เพชรบุรี,13.204,99.933
เขวาทุ่ง,ธวัชบุรี,ร้อยเอ็ด,15.945,103.760
ห้วยชัน,อินทร์บุรี,สิงห์บุรี,15.019,100.269
โคกกกม่วง,โพนทอง,ร้อยเอ็ด,16.181,104.028
ขามป้อม,พระยืน,ขอนแก่น,16.301,102.657
สะเตงนอก,เมืองยะลา,ยะลา,6.552,101.324
ตองปิด,น้ำเกลี้ยง,ศรีสะเกษ,14.964,104.479
แม่แตง,แม่แตง,เชียงใหม่,19.155,98.910
พลับพลา,เมืองจันทบุรี,จันทบุรี,12.605,102.172
ดอนช้าง,เมืองขอนแก่น,ขอนแก่น,16.363,102.759
เมืองไผ่,อรัญประเทศ,สระแก้ว,13.651,102.427
เหนือเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,16.079,103.652
ตระกาจ,กันทรลักษ์,ศรีสะเกษ,14.712,104.596
ม่วงนา,ดอนจาน,กาฬสินธุ์,16.475,103.639
ปากคม,ห้วยยอด,ตรัง,7.732,99.607
โคกพระ,กันทรวิชัย,มหาสารคาม,16.337,103.316
หนองครก,เมืองศรีสะเกษ,ศรีสะเกษ,15.078,104.295
นาชะอัง,เมืองชุมพร,ชุมพร,10.540,99.227
ปากพะยูน,ปากพะยูน,พัทลุง,7.330,100.336
หนองเป็ด,เมืองยโสธร,ยโสธร,15.877,104.335
โพทะเล,โพทะเล,พิจิตร,16.103,100.236
แม่สุก,แม่ใจ,พะเยา,19.313,99.796
ดอนใหญ่,บางแพ,ราชบุรี,13.709,100.002
บางเลน,สองพี่น้อง,สุพรรณบุรี,14.169,100.085
ยางสว่าง,รัตนบุรี,สุรินทร์,15.306,103.987
บึงเกลือ,เสลภูมิ,ร้อยเอ็ด,16.020,104.021
แกดำ,แกดำ,มหาสารคาม,16.026,103.401
เชียงเพ็ง,ป่าติ้ว,ยโสธร,15.772,104.409
ท่ามะขาม,เมืองกาญจนบุรี,กาญจนบุรี,14.035,99.503
หนองบัว,โกสุมพิสัย,มหาสารคาม,16.338,102.995
ศรีแก้ว,ศรีรัตนะ,ศรีสะเกษ,14.766,104.476
พระครู,เมืองบุรีรัมย์,บุรีรัมย์,15.099,103.018
วังหิน,บ้านไร่,อุทัยธานี,15.270,99.700
ห้วยใต้,ขุขันธ์,ศรีสะเกษ,14.662,104.179
ดวนใหญ่,วังหิน,ศรีสะเกษ,14.945,104.271
โนนรัง,เขื่องใน,อุบลราชธานี,15.521,104.500
บุ่งขี้เหล็ก,สูงเนิน,นครราชสีมา,14.952,101.839
ปากแพรก,บางสะพานน้อย,ประจวบคีรีขันธ์,11.063,99.436
หว้านคำ,ราษีไศล,ศรีสะเกษ,15.407,104.200
ช้างข้าม,นายายอาม,จันทบุรี,12.707,101.819
หมื่นศรี,สำโรงทาบ,สุรินทร์,15.003,103.968
หนองบัวระเหว,หนองบัวระเหว,ชัยภูมิ,15.757,101.786
สามพวง,คีรีมาศ,สุโขทัย,16.790,99.785
เนินกว้าว,โกรกพระ,นครสวรรค์,15.540,100.015
โนนเมือง,นากลาง,หนองบัวลำภู,17.181,102.154
ทองหลาง,บ้านใหม่ไชยพจน์,บุรีรัมย์,15.608,102.805
นางรำ,ประทาย,นครราชสีมา,15.484,102.623
หนองแวง,เมืองร้อยเอ็ด,ร้อยเอ็ด,16.103,103.603
ย่านยาว,สวรรคโลก,สุโขทัย,17.273,99.816
ศรีค้ำ,แม่จัน,เชียงราย,20.221,99.797
เกาะยาวน้อย,เกาะยาว,พังงา,8.131,98.610
นาแว,ฉวาง,นครศรีธรรมราช,8.483,99.523
แสลงพันธ์,เมืองสุรินทร์,สุรินทร์,14.918,103.545
ท้อแท้,วัดโบสถ์,พิษณุโลก,16.968,100.296
ตูมใต้,กุมภวาปี,อุดรธานี,17.084,102.963
เขาสมอคอน,ท่าวุ้ง,ลพบุรี,14.906,100.447
นาใต้,บ้านนาเดิม,สุราษฎร์ธานี,8.906,99.324
หนองหิน,เมืองยโสธร,ยโสธร,15.859,104.282
แสนแสบ,มีนบุรี,กรุงเทพมหานคร,13.812,100.774
โคกเคียน,ตะกั่วป่า,พังงา,8.851,98.388
สระเยาว์,ศรีรัตนะ,ศรีสะเกษ,14.785,104.515
บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,13.492,100.158
คำใหญ่,ห้วยเม็ก,กาฬสินธุ์,16.664,103.177
บึงพระ,เมืองพิษณุโลก,พิษณุโลก,16.749,100.273
บาโงสะโต,ระแงะ,นราธิวาส,6.277,101.691
แพงพวย,ดำเนินสะดวก,ราชบุรี,13.571,99.925
ยางคราม,ดอยหล่อ,เชียงใหม่,18.560,98.782
คำไผ่,ไทยเจริญ,ยโสธร,16.061,104.521
ควนสุบรรณ,บ้านนาสาร,สุราษฎร์ธานี,8.876,99.367
แก,รัตนบุรี,สุรินทร์,15.355,103.808
นาวังหิน,พนัสนิคม,ชลบุรี,13.442,101.251
สามเมือง,สีดา,นครราชสีมา,15.591,102.537
สีกัน,ดอนเมือง,กรุงเทพมหานคร,13.925,100.593
หนองแดง,นาเชือก,มหาสารคาม,15.889,102.948
นากั้ง,ปากคาด,บึงกาฬ,18.382,103.285
ลำตาเสา,วังน้อย,พระนครศรีอยุธยา,14.275,100.708
ตะเคียนราม,ภูสิงห์,ศรีสะเกษ,14.606,104.169
แคนเหนือ,บ้านไผ่,ขอนแก่น,15.990,102.771
คลองหรัง,นาหม่อม,สงขลา,6.924,100.591
โพธิ์,โนนคูณ,ศรีสะเกษ,14.923,104.614
ชุมแสง,จอมพระ,สุรินทร์,15.178,103.530
ท่าชนะ,ท่าชนะ,สุราษฎร์ธานี,9.593,99.183
ถ้ำทองหลาง,ทับปุด,พังงา,8.556,98.598
วังศาลา,ท่าม่วง,กาญจนบุรี,13.971,99.697
วังดิน,เมืองอุตรดิตถ์,อุตรดิตถ์,17.737,100.266
กระทุ่มราย,หนองจอก,กรุงเทพมหานคร,13.823,100.897
นาโสม,ชัยบาดาล,ลพบุรี,15.245,101.282
หนองยาว,ลาดยาว,นครสวรรค์,15.737,99.887
หนองยายดา,ทัพทัน,อุทัยธานี,15.519,99.870
น้ำพุ,บ้านนาสาร,สุราษฎร์ธานี,8.781,99.300
สระนกแก้ว,โพนทอง,ร้อยเอ็ด,16.271,103.986
ดอนยายหนู,กุยบุรี,ประจวบคีรีขันธ์,12.136,99.929
บ้านตาล,บำเหน็จณรงค์,ชัยภูมิ,15.484,101.756
จอมศรี,เชียงคาน,เลย,17.763,101.735
บ้านไผ่,บ้านไผ่,ขอนแก่น,16.119,102.713
ห้วยขวาง,กำแพงแสน,นครปฐม,13.923,100.015
ทับปุด,ทับปุด,พังงา,8.517,98.632
นาเพียง,ชุมแพ,ขอนแก่น,16.490,102.270
สิงโตทอง,บางน้ำเปรี้ยว,ฉะเชิงเทรา,13.911,101.073
หนองแรด,เทิง,เชียงราย,19.607,100.143
ช่องสามหมอ,คอนสวรรค์,ชัยภูมิ,16.018,102.292
สกาด,ปัว,น่าน,19.270,101.031
คลองโคน,เมืองสมุทรสงคราม,สมุทรสงคราม,13.329,99.950
ชะเมา,ปากพนัง,นครศรีธรรมราช,8.275,100.054
หนองงูเหลือม,เฉลิมพระเกียรติ,นครราชสีมา,15.053,102.234
พุมเรียง,ไชยา,สุราษฎร์ธานี,9.395,99.261
โนนศิลา,ฆ้องชัย,กาฬสินธุ์,16.285,103.435
หนองกินเพล,วารินชำราบ,อุบลราชธานี,15.204,104.782
นาโหนด,เมืองพัทลุง,พัทลุง,7.507,100.061
บึงปลาทู,บรรพตพิสัย,นครสวรรค์,16.073,100.065
สี่เหลี่ยม,ประโคนชัย,บุรีรัมย์,14.750,103.003
วังหิน,โนนแดง,นครราชสีมา,15.505,102.567
คูซอด,เมืองศรีสะเกษ,ศรีสะเกษ,15.213,104.278
วังสะพุง,วังสะพุง,เลย,17.296,101.746
หนองพลวง,ประทาย,นครราชสีมา,15.583,102.707
วังทับไทร,สากเหล็ก,พิจิตร,16.489,100.555
กุดกุง,คำเขื่อนแก้ว,ยโสธร,15.615,104.246
ท่าเรือ,ท่าแพ,สตูล,6.803,99.917
พันดุง,ขามทะเลสอ,นครราชสีมา,15.069,101.952
คำหว้า,ตาลสุม,อุบลราชธานี,15.385,105.166
มะนังตายอ,เมืองนราธิวาส,นราธิวาส,6.354,101.760
บ้านแลง,เมืองระยอง,ระยอง,12.707,101.377
คลองหลวงแพ่ง,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,13.780,100.927
ด่านใน,ด่านขุนทด,นครราชสีมา,15.119,101.855
บางแก้ว,บรรพตพิสัย,นครสวรรค์,15.982,99.872
เขาดิน,เก้าเลี้ยว,นครสวรรค์,15.839,100.039
หัวเรือ,เมืองอุบลราชธานี,อุบลราชธานี,15.367,104.845
หนองแก้ว,เมืองร้อยเอ็ด,ร้อยเอ็ด,15.939,103.660
หนองบัว,กันทรารมย์,ศรีสะเกษ,15.120,104.525
โคกคราม,บางปลาม้า,สุพรรณบุรี,14.414,100.151
ยางท่าแจ้ง,โกสุมพิสัย,มหาสารคาม,16.315,103.036
เนินฆ้อ,แกลง,ระยอง,12.704,101.678
น้ำเขียว,รัตนบุรี,สุรินทร์,15.316,103.786
ขามเฒ่า,โนนสูง,นครราชสีมา,15.305,102.219
สีออ,กุมภวาปี,อุดรธานี,16.995,103.038
ห้วยขะยุง,วารินชำราบ,อุบลราชธานี,15.091,104.708
โนนสำราญ,เมืองชัยภูมิ,ชัยภูมิ,15.661,102.093
แมดนาท่ม,โคกศรีสุพรรณ,สกลนคร,17.045,104.347
นาราชควาย,เมืองนครพนม,นครพนม,17.416,104.707
ปากน้ำปราณ,ปราณบุรี,ประจวบคีรีขันธ์,12.381,99.981
โคกหินแฮ่,เรณูนคร,นครพนม,17.046,104.628
หลักเหลี่ยม,นามน,กาฬสินธุ์,16.548,103.820
หนองปลาไหล,เขาย้อย,เพชรบุรี,13.194,99.877
กะลุวอเหนือ,เมืองนราธิวาส,นราธิวาส,6.404,101.862
พิกุล,ชุมแสง,นครสวรรค์,15.889,100.346
ยะต๊ะ,รามัน,ยะลา,6.426,101.407
คลองลุ,กันตัง,ตรัง,7.482,99.495
ป่ามะนาว,บ้านฝาง,ขอนแก่น,16.367,102.573
วังคีรี,ห้วยยอด,ตรัง,7.790,99.472
หนองพิกุล,ตากฟ้า,นครสวรรค์,15.331,100.428
สุขสวัสดิ์,ไพรบึง,ศรีสะเกษ,14.856,104.359
ทุ่งลาน,คลองหอยโข่ง,สงขลา,6.886,100.442
เหล่ากวาง,โนนคูณ,ศรีสะเกษ,14.880,104.638
หนองวัวซอ,หนองวัวซอ,อุดรธานี,17.288,102.576
บ้านน้อย,โพทะเล,พิจิตร,16.043,100.288
บ้านกาด,แม่วาง,เชียงใหม่,18.637,98.752
ปากน้ำแหลมสิงห์,แหลมสิงห์,จันทบุรี,12.452,102.122
ระหาน,บึงสามัคคี,กำแพงเพชร,16.158,99.941
หนองแขม,โคกสำโรง,ลพบุรี,15.143,100.685
หนองอีบุตร,ห้วยผึ้ง,กาฬสินธุ์,16.597,103.873
รำมะสัก,โพธิ์ทอง,อ่างทอง,14.679,100.242
บ้านเหลื่อม,บ้านเหลื่อม,นครราชสีมา,15.625,102.136
พนา,พนา,อำนาจเจริญ,15.678,104.882
พรุไทย,บ้านตาขุน,สุราษฎร์ธานี,8.949,98.896
ชนบท,ชนบท,ขอนแก่น,16.067,102.632
หนองบัวทอง,รัตนบุรี,สุรินทร์,15.392,103.933
เจียด,เขมราฐ,อุบลราชธานี,15.872,105.222
ขนาบนาก,ปากพนัง,นครศรีธรรมราช,8.220,100.247
ค้อวัง,ค้อวัง,ยโสธร,15.363,104.310
โมคลาน,ท่าศาลา,นครศรีธรรมราช,8.589,99.885
ดงกลาง,จตุรพักตรพิมาน,ร้อยเอ็ด,15.803,103.604
ดงเดือย,กงไกรลาศ,สุโขทัย,16.920,100.011
บ้านเหล่า,บ้านฝาง,ขอนแก่น,16.399,102.650
หนองหว้า,บัวลาย,นครราชสีมา,15.667,102.573
เที่ยงแท้,สรรคบุรี,ชัยนาท,15.089,100.161
หนองม่วง,หนองม่วง,ลพบุรี,15.230,100.664
คลีกลิ้ง,ศิลาลาด,ศรีสะเกษ,15.529,104.109
นิเวศน์,ธวัชบุรี,ร้อยเอ็ด,16.042,103.737
ขวาวใหญ่,ศีขรภูมิ,สุรินทร์,15.018,103.770
บ้านเป้า,หนองสูง,มุกดาหาร,16.410,104.337
เสืองข้าว,ศรีรัตนะ,ศรีสะเกษ,14.813,104.555
แม่สา,เวียงสา,น่าน,18.564,100.660
เจริญผล,บรรพตพิสัย,นครสวรรค์,15.956,99.988
แก้งกอก,ศรีเมืองใหม่,อุบลราชธานี,15.478,105.237
สะอาดสมบูรณ์,เมืองร้อยเอ็ด,ร้อยเอ็ด,15.932,103.626
บ้านวัง,โนนไทย,นครราชสีมา,15.152,101.914
ทุ่งกระตาดพัฒนา,หนองกี่,บุรีรัมย์,14.674,102.497
พระพุทธบาท,เชียงกลาง,น่าน,19.258,100.814
ขามทะเลสอ,ขามทะเลสอ,นครราชสีมา,14.974,101.959
นาส่วง,เดชอุดม,อุบลราชธานี,15.012,104.983
เหล่าพรวน,เมืองอำนาจเจริญ,อำนาจเจริญ,15.867,104.794
ดอนใหญ่,คง,นครราชสีมา,15.397,102.357
หนองอ้ม,ทุ่งศรีอุดม,อุบลราชธานี,14.804,104.922
ด่านสวี,สวี,ชุมพร,10.243,99.191
เตาปูน,โพธาราม,ราชบุรี,13.749,99.742
เก่าย่าดี,แก้งคร้อ,ชัยภูมิ,16.056,102.074
ห้วยพุก,ดงเจริญ,พิจิตร,16.004,100.609
ทุ่งคลี,เดิมบางนางบวช,สุพรรณบุรี,14.863,100.189
ดอนยาวใหญ่,โนนแดง,นครราชสีมา,15.410,102.536
ท่าคอย,ท่ายาง,เพชรบุรี,12.922,99.872
โคกม่วง,คลองหอยโข่ง,สงขลา,6.875,100.406
บ้านกลาง,เมืองนครพนม,นครพนม,17.157,104.784
ควนสตอ,ควนโดน,สตูล,6.764,100.101
โคกกลาง,ลืออำนาจ,อำนาจเจริญ,15.751,104.637
ใจดี,ขุขันธ์,ศรีสะเกษ,14.753,104.150
ห้วยไร่,เมืองอำนาจเจริญ,อำนาจเจริญ,15.851,104.689
โนนน้ำเกลี้ยง,สหัสขันธ์,กาฬสินธุ์,16.683,103.538
ฆอเลาะ,แว้ง,นราธิวาส,5.906,101.912
ท่ายาง,เมืองชุมพร,ชุมพร,10.434,99.217
สนม,สนม,สุรินทร์,15.203,103.761
บ้านเดื่อ,เมืองหนองคาย,หนองคาย,17.985,102.954
หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี,14.034,100.359
หนองไฮ,สำโรง,อุบลราชธานี,14.960,104.760
สระยายโสม,อู่ทอง,สุพรรณบุรี,14.273,99.874
ดู่,ราษีไศล,ศรีสะเกษ,15.416,104.162
คลองสอง,คลองหลวง,ปทุมธานี,14.079,100.642
วังพญา,รามัน,ยะลา,6.544,101.375
โนนคูณ,ยางชุมน้อย,ศรีสะเกษ,15.302,104.354
เมืองไผ่,กระสัง,บุรีรัมย์,14.994,103.292
ยางขาว,พยุหะคีรี,นครสวรรค์,15.514,100.069
หูกวาง,บรรพตพิสัย,นครสวรรค์,15.879,100.014
บ้านถ่อน,ท่าบ่อ,หนองคาย,17.776,102.632
เรียง,รือเสาะ,นราธิวาส,6.398,101.445
นาตาขวัญ,เมืองระยอง,ระยอง,12.741,101.369
ปล่องหอย,กะพ้อ,ปัตตานี,6.638,101.509
ควนมะพร้าว,เมืองพัทลุง,พัทลุง,7.588,100.124
เหล่าน้อย,เสลภูมิ,ร้อยเอ็ด,16.095,104.060
ควนกลาง,พิปูน,นครศรีธรรมราช,8.534,99.553
โพธิ์ชัย,พนมไพร,ร้อยเอ็ด,15.591,104.080
คาละแมะ,ศีขรภูมิ,สุรินทร์,15.081,103.825
เมือง,กันทรลักษ์,ศรีสะเกษ,14.582,104.670
บางปอ,เมืองนราธิวาส,นราธิวาส,6.330,101.804
หลักช้าง,ช้างกลาง,นครศรีธรรมราช,8.354,99.535
พันนา,สว่างแดนดิน,สกลนคร,17.416,103.569
ดงตะขบ,ตะพานหิน,พิจิตร,16.144,100.467
หนองขอนกว้าง,เมืองอุดรธานี,อุดรธานี,17.376,102.816
กฤษณา,ขุขันธ์,ศรีสะเกษ,14.874,104.255
งิ้วด่อน,เมืองสกลนคร,สกลนคร,17.114,104.165
ปากน้ำ,เดิมบางนางบวช,สุพรรณบุรี,14.931,100.087
หนองโก,บรบือ,มหาสารคาม,16.068,103.201
หินลาด,บ้านกรวด,บุรีรัมย์,14.473,103.143
ลีเล็ด,พุนพิน,สุราษฎร์ธานี,9.203,99.242
พยุห์,พยุห์,ศรีสะเกษ,14.935,104.387
โนนงาม,ปทุมราชวงศา,อำนาจเจริญ,15.862,104.828
กันทรารมย์,ขุขันธ์,ศรีสะเกษ,14.717,104.070
หัวนา,เดิมบางนางบวช,สุพรรณบุรี,14.883,99.970
บางแตน,บ้านสร้าง,ปราจีนบุรี,13.890,101.177
ไพร,ขุนหาญ,ศรีสะเกษ,14.706,104.454
ดอนขุนห้วย,ชะอำ,เพชรบุรี,12.864,99.892
ทะเลวังวัด,ท่าหลวง,ลพบุรี,15.023,101.184
สถาน,ปัว,น่าน,19.224,100.951
ไผ่ขอดอน,เมืองพิษณุโลก,พิษณุโลก,16.911,100.158
ขามป้อม,วาปีปทุม,มหาสารคาม,15.921,103.377
ทองหลาง,จักราช,นครราชสีมา,15.052,102.353
เรณู,เรณูนคร,นครพนม,17.081,104.644
บ้านหินโงม,สร้างคอม,อุดรธานี,17.738,103.099
บึงบอน,หนองเสือ,ปทุมธานี,14.087,100.778
เขาบางแกรก,หนองฉาง,อุทัยธานี,15.328,99.657
สงเปือย,ภูเวียง,ขอนแก่น,16.605,102.394
ดอนกอก,นาโพธิ์,บุรีรัมย์,15.763,102.895
ลำปำ,เมืองพัทลุง,พัทลุง,7.651,100.141
บางโฉลง,บางพลี,สมุทรปราการ,13.623,100.755
หลักสาม,บ้านแพ้ว,สมุทรสาคร,13.571,100.139
ศาลาแดง,โกรกพระ,นครสวรรค์,15.581,99.996
ห้วยสามพาด,ประจักษ์ศิลปาคม,อุดรธานี,17.237,102.934
ธรรมามูล,เมืองชัยนาท,ชัยนาท,15.264,100.133
ทุ่งรัง,กาญจนดิษฐ์,สุราษฎร์ธานี,9.042,99.403
หนองคัน,ภูหลวง,เลย,17.141,101.701
เขาฉกรรจ์,เขาฉกรรจ์,สระแก้ว,13.663,102.098
บ้านโคก,หนองนาคำ,ขอนแก่น,16.791,102.335
สิงห์โคก,เกษตรวิสัย,ร้อยเอ็ด,15.704,103.668
บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ,13.571,100.476
หนองพลวง,จักราช,นครราชสีมา,15.070,102.424
ห้วยงู,หันคา,ชัยนาท,15.072,100.067
วังแสง,แกดำ,มหาสารคาม,16.047,103.358
สามวาตะวันออก,คลองสามวา,กรุงเทพมหานคร,13.896,100.760
โป่งเปือย,บึงกาฬ,บึงกาฬ,18.332,103.531
นาท่ามใต้,เมืองตรัง,ตรัง,7.635,99.551
คำผง,โนนนารายณ์,สุรินทร์,15.186,103.942
โนนสะอาด,โนนสะอาด,อุดรธานี,16.977,102.902
นาโพธิ์,สวี,ชุมพร,10.198,99.107
ตากูก,เขวาสินรินทร์,สุรินทร์,15.026,103.644
ศรีฐาน,ป่าติ้ว,ยโสธร,15.777,104.343
ดู่ใต้,เมืองน่าน,น่าน,18.724,100.739
บ้านยาง,คีรีรัฐนิคม,สุราษฎร์ธานี,9.051,99.012
โคกใหญ่,โนนสัง,หนองบัวลำภู,16.809,102.569
นาวง,ห้วยยอด,ตรัง,7.740,99.511
นาดง,ปากคาด,บึงกาฬ,18.256,103.304
ท่าวังทอง,เมืองพะเยา,พะเยา,19.202,99.927
คลองเรือ,วิหารแดง,สระบุรี,14.366,101.032
บางระกำ,บางเลน,นครปฐม,13.914,100.254
สหธาตุ,เขื่องใน,อุบลราชธานี,15.338,104.459
หนองสวรรค์,เมืองหนองบัวลำภู,หนองบัวลำภู,17.200,102.317
เขาดินเหนือ,บ้านกรวด,บุรีรัมย์,14.524,103.199
อินทร์แปลง,วานรนิวาส,สกลนคร,17.787,103.593
โคกสี,วังยาง,นครพนม,17.081,104.387
จิกเทิง,ตาลสุม,อุบลราชธานี,15.352,105.086
ทุ่งขมิ้น,นาหม่อม,สงขลา,6.916,100.547
กลันทา,เมืองบุรีรัมย์,บุรีรัมย์,15.095,103.109
ชุมแสง,นางรอง,บุรีรัมย์,14.561,102.666
คูตัน,กาบเชิง,สุรินทร์,14.533,103.667
วัดขวาง,โพทะเล,พิจิตร,16.160,100.298
ขี้เหล็ก,ปทุมรัตต์,ร้อยเอ็ด,15.635,103.471
โพธิ์ทอง,เสลภูมิ,ร้อยเอ็ด,16.136,104.138
หล่มเก่า,หล่มเก่า,เพชรบูรณ์,16.893,101.242
บิง,โนนสูง,นครราชสีมา,15.118,102.333
หนองแจ้งใหญ่,บัวใหญ่,นครราชสีมา,15.567,102.372
หลุมข้าว,โคกสำโรง,ลพบุรี,15.024,100.642
โนน,โนนนารายณ์,สุรินทร์,15.173,103.911
บ้านจีต,กู่แก้ว,อุดรธานี,17.135,103.197
สนามไชย,นายายอาม,จันทบุรี,12.625,101.874
นาผือ,เมืองอำนาจเจริญ,อำนาจเจริญ,15.982,104.626
ธารเกษม,พระพุทธบาท,สระบุรี,14.763,100.812
กายูคละ,แว้ง,นราธิวาส,5.974,101.911
หางน้ำสาคร,มโนรมย์,ชัยนาท,15.292,100.146
บางพลีใหญ่,บางพลี,สมุทรปราการ,13.618,100.694
หน้าเมือง,เกาะสมุย,สุราษฎร์ธานี,9.461,99.996
เมืองโดน,ประทาย,นครราชสีมา,15.635,102.712
ดอนยอ,เมืองนครนายก,นครนายก,14.128,101.109
โสกนกเต็น,พล,ขอนแก่น,15.816,102.660
บ่อปลาทอง,ปักธงชัย,นครราชสีมา,14.637,101.902
เลม็ด,ไชยา,สุราษฎร์ธานี,9.365,99.172
นาครัว,แม่ทะ,ลำปาง,18.109,99.545
เป๊าะ,บึงบูรพ์,ศรีสะเกษ,15.297,104.060
สีบัวทอง,แสวงหา,อ่างทอง,14.769,100.248
โพนงาม,โกสุมพิสัย,มหาสารคาม,16.323,102.959
ทุ่งหวัง,เมืองสงขลา,สงขลา,7.069,100.657
ควนหนองหงษ์,ชะอวด,นครศรีธรรมราช,8.009,99.885
อิสาณ,เมืองบุรีรัมย์,บุรีรัมย์,14.979,103.128
บุ่งไหม,วารินชำราบ,อุบลราชธานี,15.197,104.961
ท่าหลวง,มะขาม,จันทบุรี,12.700,102.147
ไทยเจริญ,หนองบุญมาก,นครราชสีมา,14.743,102.450
บึงคอไห,ลำลูกกา,ปทุมธานี,14.029,100.862
วัง,ท่าชนะ,สุราษฎร์ธานี,9.520,99.198
พลา,บ้านฉาง,ระยอง,12.688,101.025
แม่ดง,แว้ง,นราธิวาส,5.892,101.820
ทางขวาง,แวงน้อย,ขอนแก่น,15.758,102.429
สันทราย,แม่จัน,เชียงราย,20.171,99.891
หนองมะเขือ,พล,ขอนแก่น,15.753,102.546
เขาแก้วศรีสมบูรณ์,ทุ่งเสลี่ยม,สุโขทัย,17.320,99.643
สนามชัย,สตึก,บุรีรัมย์,15.207,103.356
เสมาใหญ่,บัวใหญ่,นครราชสีมา,15.516,102.429
เมืองพลับพลา,ห้วยแถลง,นครราชสีมา,15.063,102.634
หนองสิม,เขมราฐ,อุบลราชธานี,16.025,105.037
บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,16.435,102.781
บุดี,เมืองยะลา,ยะลา,6.487,101.305
หนองบัว,ท่าตูม,สุรินทร์,15.327,103.742
เบิด,รัตนบุรี,สุรินทร์,15.268,103.921
เมืองจันทร์,เมืองจันทร์,ศรีสะเกษ,15.155,104.011
สิงห์,เมืองยโสธร,ยโสธร,15.823,104.241
บ้านลำ,วิหารแดง,สระบุรี,14.391,100.979
ท่ากำชำ,หนองจิก,ปัตตานี,6.826,101.072
ปากปวน,วังสะพุง,เลย,17.357,101.739
บางลึก,เมืองชุมพร,ชุมพร,10.551,99.185
โชคชัย,โชคชัย,นครราชสีมา,14.763,102.172
บ้านฝาง,เกษตรวิสัย,ร้อยเอ็ด,15.703,103.452
ป่ามะม่วง,เมืองตาก,ตาก,16.866,99.075
บัวหุ่ง,ราษีไศล,ศรีสะเกษ,15.321,104.105
โคกสว่าง,พนมไพร,ร้อยเอ็ด,15.637,104.074
บางเตย,บ้านสร้าง,ปราจีนบุรี,13.946,101.223
บ้านกรวด,บ้านกรวด,บุรีรัมย์,14.429,103.077
บ้านโพธิ์,เมืองนครราชสีมา,นครราชสีมา,15.038,102.191
ไทรใหญ่,ไทรน้อย,นนทบุรี,14.085,100.292
ป่าคาหลวง,บ้านหลวง,น่าน,18.858,100.405
ชัยบาดาล,ชัยบาดาล,ลพบุรี,15.095,101.058
จานแสนไชย,ห้วยทับทัน,ศรีสะเกษ,14.981,104.019
นครไทย,นครไทย,พิษณุโลก,17.126,100.839
ควนเมา,รัษฎา,ตรัง,7.938,99.596
ระแหง,ลาดหลุมแก้ว,ปทุมธานี,14.059,100.396
โดด,โพธิ์ศรีสุวรรณ,ศรีสะเกษ,15.204,104.078
พระธาตุ,เชียงกลาง,น่าน,19.338,100.925
ช่อระกา,บ้านเหลื่อม,นครราชสีมา,15.540,102.057
ท่าโพธิ์,เมืองพิษณุโลก,พิษณุโลก,16.758,100.195
ลำประดา,บางมูลนาก,พิจิตร,16.082,100.464
คอกช้าง,สระใคร,หนองคาย,17.638,102.736
สิชล,สิชล,นครศรีธรรมราช,9.008,99.902
ดงบัง,คอนสาร,ชัยภูมิ,16.587,101.955
ล้อมแรด,เถิน,ลำปาง,17.634,99.212
